gpsTimestamp,latitude,longitude,height,velocityNorth,velocityEast,velocityDown,speed,track,positionDOP,satellites,fix,year,month,day,hour,minute,second,nanosecond,accuracy
8462927788,41.808712,14.0550528,1458.91199,0.239999995,0.0289999992,-0.335999995,0.240999997,3.11602998,1.19000006,15,3,2023,9,19,11,42,0,200241188,5
8463127792,41.808712,14.0550528,1458.99194,0.0250000004,0.00899999961,-0.0240000002,0.0270000007,3.11602998,1.19000006,15,3,2023,9,19,11,42,0,400241722,5
8463327792,41.808712,14.0550528,1459,0.00999999978,0.0109999999,-0.0500000007,0.0149999997,3.11602998,1.19000006,15,3,2023,9,19,11,42,0,600242257,5
8463527792,41.808712,14.0550528,1458.97998,-0.129999995,-0.0250000004,0.114,0.131999999,3.11602998,1.25999999,14,3,2023,9,19,11,42,0,800242791,5
8463727792,41.808712,14.0550528,1458.95496,-0.0680000037,0.00899999961,0.0700000003,0.0689999983,3.11602998,1.25999999,14,3,2023,9,19,11,42,1,243325,5
8463927792,41.808712,14.0550528,1458.96899,-0.0500000007,0.0270000007,-0.0700000003,0.057,3.11602998,1.25999999,14,3,2023,9,19,11,42,1,200243860,5
8464127796,41.808712,14.0550528,1458.948,0.0450000018,-0.0260000005,-0.0500000007,0.0520000011,3.11602998,1.25999999,14,3,2023,9,19,11,42,1,400244394,5
8464327796,41.808712,14.0550528,1458.953,-0.0529999994,-0.0430000015,0.116999999,0.0680000037,3.11602998,1.25999999,14,3,2023,9,19,11,42,1,600244928,5
8464527796,41.808712,14.0550528,1458.93396,0.0860000029,0.0240000002,-0.111000001,0.0900000036,3.11602998,1.25999999,14,3,2023,9,19,11,42,1,800245463,5
8464727796,41.808712,14.0550528,1458.95203,0.156000003,0.00600000005,-0.193000004,0.156000003,3.11602998,1.25999999,14,3,2023,9,19,11,42,2,245998,5
8464927800,41.808712,14.0550528,1458.96106,0.0270000007,0.00800000038,-0.00999999978,0.0280000009,3.11602998,1.25999999,14,3,2023,9,19,11,42,2,200246532,5
8465127800,41.808712,14.0550528,1458.96301,0.104999997,0.0410000011,-0.270000011,0.112999998,3.11602998,1.25999999,14,3,2023,9,19,11,42,2,400247067,5
8465327800,41.808712,14.0550528,1458.979,-0.100000001,0.00999999978,0.0270000007,0.100000001,3.11602998,1.25999999,14,3,2023,9,19,11,42,2,600247601,5
8465527800,41.808712,14.0550528,1458.97998,0.0920000002,-0.0309999995,-0.177000001,0.0970000029,3.11602998,1.25999999,14,3,2023,9,19,11,42,2,800248136,5
8465727804,41.808712,14.0550528,1459.00098,0.0970000029,0.0170000009,-0.158000007,0.0989999995,3.11602998,1.25999999,14,3,2023,9,19,11,42,3,248671,5
8465927804,41.808712,14.0550528,1459.047,0.0900000036,-0.0430000015,-0.143999994,0.100000001,3.11602998,1.25999999,14,3,2023,9,19,11,42,3,200249205,5
8466127804,41.808712,14.0550528,1459.04395,0.232999995,0.0350000001,-0.344000012,0.236000001,3.11602998,1.25999999,14,3,2023,9,19,11,42,3,400249740,5
