pressureTimestamp,pressure,temperatureTimestamp,temperature
8443527800,88396.7266,8443527800,41.1800003
8443547000,88397.6484,8443547000,41.1800003
8443566988,88401.2734,8443566988,41.1899986
8443586996,88400.2031,8443586996,41.1800003
8443606988,88393.0469,8443606988,41.1800003
8443626996,88396.4219,8443626996,41.1800003
8443646996,88403.5234,8443646996,41.1800003
8443666996,88394.7734,8443666996,41.1800003
8443687000,88392.4531,8443687000,41.1800003
8443706992,88412.1484,8443706992,41.1800003
8443727800,88396.25,8443727800,41.1800003
8443747000,88405.3984,8443747000,41.1899986
8443766992,88406.2031,8443766992,41.1800003
8443787000,88399.3281,8443787000,41.1800003
8443806992,88391.375,8443806992,41.1800003
8443826992,88401.7969,8443826992,41.1800003
8443846996,88401.75,8443846996,41.1800003
8443867000,88397.0781,8443867000,41.1800003
8443886996,88397.2031,8443886996,41.1899986
8443906988,88394.3516,8443906988,41.1800003
8443927800,88395.6484,8443927800,41.1800003
8443947004,88391.4219,8443947004,41.1899986
8443966992,88399.1484,8443966992,41.1899986
8443986996,88397.7266,8443986996,41.1800003
8444006992,88398.375,8444006992,41.1899986
8444027000,88397.5469,8444027000,41.1800003
8444047000,88397.7266,8444047000,41.1800003
8444066992,88400.3516,8444066992,41.1800003
8444087000,88392.625,8444087000,41.1800003
8444106996,88393.5781,8444106996,41.1800003
8444127800,88393.7031,8444127800,41.1899986
8444147000,88395.8281,8444147000,41.1899986
8444167032,88396.8984,8444167032,41.1800003
8444187004,88393.4766,8444187004,41.1899986
8444206996,88398.25,8444206996,41.1899986
8444227000,88400.9766,8444227000,41.1800003
8444246996,88399.1484,8444246996,41.1899986
8444266992,88401.1484,8444266992,41.1800003
8444287000,88407.5234,8444287000,41.1800003
8444306996,88392.6719,8444306996,41.1899986
8444327804,88397.8984,8444327804,41.1899986
8444347000,88402.9766,8444347000,41.1899986
8444366996,88405.9531,8444366996,41.1800003
8444387000,88400.4531,8444387000,41.1800003
8444406992,88397.2266,8444406992,41.1899986
8444427000,88391.25,8444427000,41.1899986
8444447004,88398.2031,8444447004,41.1899986
8444466996,88394.2969,8444466996,41.1800003
8444487004,88393.7031,8444487004,41.1899986
8444507000,88404.8281,8444507000,41.1800003
8444527804,88404.1016,8444527804,41.1800003
8444547004,88395.4219,8444547004,41.1899986
8444566996,88400.4531,8444566996,41.1800003
8444587000,88400.0781,8444587000,41.1800003
8444606996,88397.2969,8444606996,41.1899986
8444627000,88392.625,8444627000,41.1899986
8444646996,88397.8984,8444646996,41.1899986
8444666996,88397.2266,8444666996,41.1899986
8444687004,88397.0781,8444687004,41.1800003
8444706996,88400.9219,8444706996,41.1899986
8444727808,88399.5,8444727808,41.1899986
8444747000,88394.9531,8444747000,41.1899986
8444766996,88400.8516,8444766996,41.1899986
8444787008,88396.9531,8444787008,41.1899986
8444806996,88399.6016,8444806996,41.1899986
8444827004,88397.8516,8444827004,41.1899986
8444847000,88400,8444847000,41.1899986
8444867012,88393.5234,8444867012,41.1800003
8444887004,88399.5234,8444887004,41.1899986
8444906996,88410.5234,8444906996,41.1899986
8444927808,88391.4219,8444927808,41.1899986
8444947008,88392.2734,8444947008,41.1899986
8444967000,88397,8444967000,41.1800003
8444987008,88399.2969,8444987008,41.1899986
8445006996,88401.6016,8445006996,41.1899986
8445027008,88396.9531,8445027008,41.1899986
8445047004,88404.2734,8445047004,41.1899986
8445066996,88394.5234,8445066996,41.1899986
8445087004,88396.3516,8445087004,41.1899986
8445106996,88395.7969,8445106996,41.1899986
8445127804,88391.6016,8445127804,41.1899986
8445147004,88398.6016,8445147004,41.1899986
8445167000,88395.3984,8445167000,41.1899986
8445187008,88394.6484,8445187008,41.1800003
8445207000,88404.1719,8445207000,41.1899986
8445227004,88400.0781,8445227004,41.1899986
8445247008,88397.4766,8445247008,41.1899986
8445267000,88391.875,8445267000,41.1899986
8445287000,88403.75,8445287000,41.1899986
8445306996,88400.6016,8445306996,41.1899986
8445327804,88402.2734,8445327804,41.1899986
8445347000,88396.7734,8445347000,41.1899986
8445367004,88398.7734,8445367004,41.1899986
8445387004,88401.9766,8445387004,41.1899986
8445406996,88385.4219,8445406996,41.1899986
8445427008,88403.7031,8445427008,41.1899986
8445447012,88393.6719,8445447012,41.1899986
8445467000,88398.8281,8445467000,41.1899986
8445487008,88391.2969,8445487008,41.1899986
8445506996,88394.5781,8445506996,41.1899986
8445527808,88402.9531,8445527808,41.1899986
8445547008,88395.5,8445547008,41.1899986
8445567044,88405.8516,8445567044,41.1899986
8445587008,88389.2266,8445587008,41.1899986
8445607008,88398.2969,8445607008,41.1899986
8445627008,88397.9219,8445627008,41.1899986
8445647004,88403.7969,8445647004,41.1899986
8445667000,88402.9531,8445667000,41.1899986
8445687004,88395.3984,8445687004,41.1899986
8445707000,88396.5469,8445707000,41.1800003
8445727804,88392.0781,8445727804,41.1899986
8445747004,88401.6719,8445747004,41.1899986
8445766996,88398.375,8445766996,41.1899986
8445787012,88392.2031,8445787012,41.1899986
8445807000,88399,8445807000,41.1899986
8445827008,88404.1016,8445827008,41.1899986
8445847008,88389.6484,8445847008,41.1899986
8445867004,88399.4219,8445867004,41.1899986
8445887004,88398.2266,8445887004,41.1899986
8445907000,88396.9531,8445907000,41.1899986
8445927808,88392.0234,8445927808,41.1899986
8445947012,88389.5234,8445947012,41.1899986
8445967004,88394.5781,8445967004,41.1899986
8445987016,88387.0234,8445987016,41.1899986
8446007004,88402.6719,8446007004,41.1899986
8446027012,88398.7734,8446027012,41.1899986
8446047008,88387.2266,8446047008,41.1899986
8446067004,88404.4531,8446067004,41.1899986
8446087004,88393.9219,8446087004,41.1899986
8446107000,88390.5469,8446107000,41.1899986
8446127804,88399.0469,8446127804,41.1899986
8446147004,88392.0234,8446147004,41.1899986
8446167004,88393.5234,8446167004,41.1899986
8446187008,88392.3516,8446187008,41.1899986
8446207008,88401.6016,8446207008,41.1899986
8446227008,88394.2969,8446227008,41.1899986
8446247040,88395.7969,8446247040,41.1899986
8446267008,88385.5469,8446267008,41.1899986
8446287012,88401.375,8446287012,41.1899986
8446307008,88390.8281,8446307008,41.1899986
8446327808,88400.7969,8446327808,41.1899986
8446347008,88395.875,8446347008,41.1899986
8446367000,88394.5781,8446367000,41.1899986
8446387008,88393.5469,8446387008,41.1899986
8446407004,88400.25,8446407004,41.1899986
